Traffic_Source,Time_Spent_on_Funnel_Stages,Bounce_Rate,Interactions,Number_of_Visits_Before_Conversion,Cart_Abandonment_Rate,Purchase_History,Device_Type,Time_of_Day,Discount_Usage,Loyalty_Score,Noise_Feature_1,Noise_Feature_2,Conversion
Paid Ads,10.698684130214923,0.6651045138708118,7,3,0.734994045985309,No,Desktop,Afternoon,Yes,8.250744912953204,0.1215643851813436,72,1
Direct,4.945238295746814,0.43180725294634703,5,6,0.5652416225218216,No,Desktop,Evening,Yes,4.4843731894309204,0.9776226486566848,15,1
Organic Search,4.742110487774881,0.2316531862011798,3,2,0.4430895962749917,No,Mobile,Afternoon,Yes,6.346683653606846,0.16861734203916745,7,1
Direct,5.896251366787771,0.3114418124144305,1,5,0.46211102925053454,No,Mobile,Night,Yes,3.1403477723660957,0.08817275020277848,40,0
Direct,10.928416070200763,0.27390029715064934,12,4,0.7748646805904511,No,Mobile,Afternoon,No,6.57846656905448,0.12471185349253266,24,1
Organic Search,3.2710730096862637,0.20454622767539868,6,4,1.0,Yes,Mobile,Night,Yes,8.134356877534081,0.5614200000073838,34,1
Organic Search,9.18427216732398,0.37959235983630707,1,4,0.8267556467345636,No,Mobile,Afternoon,Yes,7.499485614571157,0.5981862518484196,78,1
Direct,9.087629273278884,0.5149652968923725,5,2,0.5211217571027656,No,Desktop,Afternoon,No,8.199226921271716,0.5085048019345982,33,1
Direct,11.487944176058578,0.4980514888857039,3,5,0.5753780952256939,No,Mobile,Afternoon,Yes,3.50808287864443,0.9809648145022509,55,1
Organic Search,8.541016071991663,0.3983535270860979,4,3,0.6807911316579699,No,Mobile,Night,Yes,3.164955268692071,0.4021489269412447,11,1
Direct,3.9703718282482985,0.41141076736507276,5,1,0.20886388987602633,No,Mobile,Afternoon,Yes,1.374202697308558,0.3138594669938689,16,1
Direct,5.121935118055632,0.3836898409820443,4,1,0.44706559200933155,No,Desktop,Evening,No,5.27798565686959,0.49820151577301686,99,1
Social Media,4.4540134343065265,0.14055769216674535,4,4,0.37140056711271974,Yes,Mobile,Morning,No,3.1297108887998295,0.9732267809156436,11,1
Organic Search,6.386168101000579,0.43202697939657453,7,1,0.5758890981644267,No,Desktop,Morning,Yes,3.6334125275411018,0.022571463281504944,16,1
Organic Search,7.451295297728219,0.28327488290907005,6,1,0.2664946451678735,No,Mobile,Evening,Yes,3.1667484818244764,0.015123941151624853,16,0
Organic Search,4.50367542133683,0.13053135616811246,7,1,0.8520291098774342,No,Desktop,Afternoon,Yes,7.190268317992446,0.1811876218969921,71,1
Organic Search,12.411985971956868,0.47414111342311677,5,4,0.5498232921499592,No,Desktop,Evening,Yes,6.676062058011477,0.22197378276523771,60,1
Organic Search,4.024155884142677,0.27765399271629104,4,3,0.4300701550265109,No,Mobile,Afternoon,No,6.26149189126771,0.08016880685723826,68,1
Organic Search,12.038310271587441,0.4455507842517672,5,3,0.47188548951720466,No,Mobile,Evening,Yes,1.2281041055448383,0.02887770007255397,58,1
Paid Ads,11.555489094318022,0.5695275630138855,3,3,0.6532333431722538,Yes,Desktop,Evening,Yes,5.600297074151979,0.7380559643846566,67,1
Direct,10.694907649067106,0.20995225577095364,7,3,0.21606853589492064,No,Mobile,Evening,No,9.23437692686786,0.8402325108565354,31,1
Organic Search,5.9187001775097485,0.4184242564145943,6,6,0.34310854889378717,No,Mobile,Evening,No,4.544578771191705,0.006514499409558172,91,1
Organic Search,9.027352637530704,0.03791542365392775,3,1,0.658246595935845,Yes,Mobile,Morning,Yes,3.3907726717760984,0.14341122027350173,10,1
Paid Ads,4.167886599348146,0.7065066181218553,5,5,0.3671280629966174,Yes,Desktop,Afternoon,No,1.2597422297410827,0.016841179992647226,11,1
Organic Search,10.732721105101248,0.12818670062224363,7,2,0.727002808228727,No,Mobile,Afternoon,Yes,3.6610102195161374,0.40732651287113475,12,1
Organic Search,7.778045655391193,0.2970360675205251,5,6,0.4630927389510963,Yes,Mobile,Evening,No,3.2470238497577144,0.47557903985084526,71,1
Direct,6.772039356239945,0.6676759807527914,7,4,0.4655177031823589,No,Desktop,Morning,No,5.305633012438283,0.9758345827777916,82,1
Organic Search,4.3287654600311924,0.35309541478380285,5,4,0.3885440076265719,Yes,Mobile,Morning,Yes,4.983636460181613,0.7537443223929667,94,1
Direct,1.0,0.16052046273993997,4,3,0.6346618299236656,No,Desktop,Morning,No,5.081436475195714,0.19865346193085276,39,0
Organic Search,4.884377428892732,0.5426146464573071,2,1,0.5741683548989787,No,Mobile,Afternoon,No,2.7188598707119276,0.7288327506478717,57,0
Direct,11.338394586838719,0.538106492430237,4,3,0.44576027263075885,No,Mobile,Afternoon,Yes,4.894564011182003,0.19051377691235438,25,1
Organic Search,6.791499714575588,0.27336273212695333,6,3,0.6734709635089726,No,Mobile,Morning,No,5.784025642062128,0.15953445991363702,91,1
Direct,7.492013428654858,0.2950146958439202,5,4,0.2505374686426205,No,Desktop,Morning,No,6.258771352765775,0.8344227308820672,42,1
Organic Search,9.966663074865359,0.31291820587638275,6,4,0.3927492175417413,No,Mobile,Afternoon,No,4.323797401886917,0.4553945621193114,90,1
Paid Ads,13.417006634348795,0.35859520786279375,5,5,0.3934430996447626,No,Mobile,Afternoon,No,6.440048324593571,0.4431744103562807,81,1
Direct,11.975013964836915,0.02140578461563869,4,4,0.310877085069897,Yes,Mobile,Morning,No,5.45924825975945,0.2454925817099498,50,1
Organic Search,5.082994988551436,0.3637152277763801,2,2,0.5407109352208858,No,Desktop,Night,No,5.500358340553393,0.5493021814518393,13,0
Organic Search,2.172288285687781,0.7567828396366297,4,1,0.2497862032973544,No,Desktop,Evening,Yes,5.464540505050602,0.34778731324436485,28,1
Direct,15.078842777300311,0.22080600655265914,5,4,0.3144119195101669,No,Mobile,Morning,Yes,3.6338204305320136,0.5816959656207105,97,1
Paid Ads,14.80697483497836,0.28330128130604726,7,1,0.4792472981604126,No,Mobile,Afternoon,Yes,5.496996050797341,0.2806072077791151,8,1
Direct,8.565360789287848,0.16327646736072082,5,3,0.26374979742760474,No,Tablet,Evening,No,5.6789179366636375,0.07455881090460881,5,0
Organic Search,4.188535263254535,0.5224323852790708,4,5,0.6282462098881818,No,Mobile,Morning,No,5.008831318454423,0.6057533266970111,7,0
Organic Search,10.889679601681816,0.6406394716284753,6,3,0.7877170758067058,Yes,Tablet,Night,No,8.720361399209043,0.6938496146763057,71,1
Organic Search,7.676048941962169,0.6360635678355251,6,1,0.610116780404611,No,Mobile,Morning,No,3.9351897853922053,0.6968837731849417,36,1
Organic Search,7.661056630680169,0.150397882221268,3,2,0.4648703530885123,No,Desktop,Afternoon,Yes,5.29273164456922,0.32080910792090067,13,1
Direct,10.683376529315387,0.49995834609939205,4,3,0.29080180208210366,No,Mobile,Afternoon,Yes,5.298182281896346,0.04729702856476481,7,0
Direct,9.003124240619895,0.6867500068428471,6,2,0.38922898633297753,No,Tablet,Afternoon,Yes,3.573764049504687,0.03250951640059052,55,1
Paid Ads,4.442555266955164,0.5019326215420247,3,3,0.31792763923585343,Yes,Mobile,Evening,No,4.914249771821906,0.1426401294426476,57,1
Organic Search,7.025774194754078,0.4956819366687554,6,4,0.744065796927269,No,Tablet,Morning,Yes,2.8790615721347477,0.654626686436582,41,1
Paid Ads,9.98345878598404,0.3056714842729683,4,2,0.5705790922797196,No,Mobile,Evening,Yes,4.231457635188062,0.35802529923676074,18,1
Paid Ads,9.530756667215055,0.44402196475873273,5,4,0.46511385353184226,Yes,Mobile,Evening,Yes,0.9448588873482562,0.7557983296233906,86,1
Paid Ads,8.786049723075427,0.6472636359412811,6,4,0.6359897682170225,Yes,Mobile,Evening,No,6.151220477448943,0.49202271692550814,6,0
Organic Search,10.800268863427593,0.4656417936857528,1,4,0.1489313539830161,Yes,Desktop,Afternoon,No,4.733395632346005,0.4633614732914726,33,0
Organic Search,6.9148490365482065,0.15034504879405472,5,2,0.45917294245451207,No,Mobile,Morning,No,5.562969667158407,0.7893686748488375,85,1
Paid Ads,8.536009325657217,0.30879166514280576,6,3,0.9306351251386171,No,Desktop,Evening,No,7.254829166562148,0.512571799870957,43,1
Organic Search,1.0,0.6418559077777988,7,2,0.5853252507968935,No,Tablet,Afternoon,No,2.694822600008113,0.23523157005082818,32,0
Direct,6.651049418471558,0.46494866407021906,3,2,0.11971682559401559,No,Desktop,Evening,No,3.867643906982474,0.41145075016856925,0,1
Paid Ads,10.291708725726933,0.42381241564861527,5,2,0.4118422724975608,No,Desktop,Morning,No,2.8477852754660433,0.08696984618890158,86,0
Paid Ads,6.828816598648572,0.28919689335066,2,1,0.4809597588534035,No,Desktop,Morning,No,8.927104390185862,0.7034619582236414,22,1
Organic Search,6.601317824848664,0.637719836106887,2,5,0.6536308207922061,Yes,Mobile,Afternoon,Yes,5.655459206374873,0.610661341919094,92,1
Direct,4.875641144675544,0.7324825195644514,7,3,0.16021463901149186,No,Desktop,Morning,No,2.494608523291886,0.5768439478956476,48,0
Organic Search,11.010097678187437,0.6526378246036066,1,1,0.5124819947419424,No,Desktop,Evening,Yes,6.375307480491991,0.48685948214099894,52,1
Paid Ads,9.645389820621713,0.6885183242890746,3,2,0.40689912608057277,No,Mobile,Morning,Yes,4.79407527338196,0.3482552661182561,61,1
Social Media,10.476243793469255,0.32825875184676667,9,1,0.5429558522851085,No,Mobile,Night,No,8.545993561152093,0.18492593075119446,90,1
Direct,2.8213581141263315,0.2999661805252193,7,3,0.6541361577315711,No,Desktop,Afternoon,Yes,6.985321296989744,0.32588147605621176,84,1
Direct,7.518649870203098,0.3687309653001628,4,2,0.6198109630598193,Yes,Mobile,Evening,No,2.3234372413354567,0.7119141545412069,23,1
Paid Ads,7.159666976749982,0.40771464839525073,6,3,0.5721338453989715,No,Desktop,Afternoon,Yes,7.025664392458017,0.5672692828795435,2,0
Organic Search,7.158284880204342,0.6862039560250511,5,1,0.0184833751979111,No,Mobile,Afternoon,Yes,5.589374431476725,0.8543825778386624,19,1
Organic Search,6.151917368846132,0.6331773478936834,5,1,0.27787794297054014,Yes,Mobile,Afternoon,No,6.784070736552065,0.7944589909544015,78,0
Social Media,6.961687184659954,0.5076938774508989,6,2,0.2828722094843289,No,Mobile,Morning,Yes,3.562069623149724,0.39946014201593716,86,1
Direct,10.548934348119955,0.1137626468306226,5,4,0.9536095066438506,No,Desktop,Afternoon,Yes,5.292462303074316,0.2087206475512896,8,1
Organic Search,2.261445939956512,0.06239563108062496,9,3,0.5780371862447057,No,Desktop,Evening,No,4.484997640867925,0.018896840580524543,30,0
Direct,13.33188430409136,0.4480925489603407,6,1,0.42099931128171497,No,Desktop,Evening,Yes,8.881581224073518,0.6682385698463539,75,1
Organic Search,9.451523375079384,0.5760526411201434,9,1,0.6205302583313154,No,Mobile,Night,No,6.916827788092801,0.12169311753538603,50,1
Paid Ads,7.873004313019361,0.3840865902027725,3,5,0.3485960393180618,No,Desktop,Night,No,5.244272674172318,0.9669068520725499,90,0
Organic Search,10.720502439118778,0.7829809009956811,8,1,0.5147068888507386,No,Mobile,Morning,Yes,4.3150508672034436,0.6993111415124101,97,1
Social Media,3.644495764494695,0.18351179124391287,4,3,0.6968541949538657,Yes,Mobile,Evening,Yes,8.775620753948528,0.5593804707271637,71,1
Organic Search,6.005897284546958,0.1583296101008802,5,1,0.6378760353428836,Yes,Desktop,Afternoon,No,3.997128611876577,0.0027603698795419795,5,1
Organic Search,7.6367737028283385,0.2671438051051358,5,2,0.8998049570152185,No,Mobile,Morning,No,6.838828813911094,0.41089506786079144,6,1
Direct,12.096681111296533,0.25954055736175285,10,4,0.5519241455824703,No,Tablet,Evening,Yes,5.431383824593318,0.587572848898023,23,1
Organic Search,7.860510256620326,0.5052571737363959,2,1,0.5219916826495824,Yes,Mobile,Afternoon,Yes,6.572886186165862,0.7331070014027667,1,1
Organic Search,9.350164013555439,0.31565762963129945,12,1,0.8899428171103183,No,Desktop,Evening,No,5.782538139617686,0.4887839711505506,92,1
Direct,6.231263012191617,0.09043190774426768,4,5,0.3903539587506914,No,Mobile,Morning,No,6.779244973583257,0.12566043284810235,40,1
Organic Search,9.460526206902474,0.5783156913390234,5,5,1.0,Yes,Tablet,Morning,No,5.66459971579477,0.4604754089502803,26,1
Organic Search,13.03171877892337,0.048009614785574084,8,5,0.45952968812765055,Yes,Mobile,Afternoon,Yes,5.994082697686632,0.05056978009712099,1,1
Paid Ads,10.986580075022342,0.18575635539785817,3,3,0.5082185781103677,No,Desktop,Morning,Yes,6.8376997865608296,0.2626117140030878,87,1
Organic Search,7.755632036666362,0.07545868585122623,7,1,0.5579047890700269,Yes,Mobile,Morning,Yes,4.696622106742818,0.7779368504635285,7,1
Paid Ads,10.026472541796409,0.44142425541417474,6,1,0.20304927462866618,No,Desktop,Evening,No,4.700630108612727,0.06954279636557903,27,0
Direct,9.732550863821636,0.4372095424302424,5,3,0.4525365747423042,Yes,Tablet,Afternoon,Yes,5.851142127415889,0.5605701194167892,7,1
Direct,9.519763015091828,0.7832908642032707,3,1,0.3212439194281878,Yes,Mobile,Evening,No,4.474490628857715,0.634500554632252,7,1
Organic Search,11.335860082581227,0.5827653312291101,9,1,0.6267272379496742,No,Desktop,Morning,Yes,4.620706256049783,0.8911450850210314,20,1
Organic Search,11.3134331115124,0.6883292366684401,2,5,0.4119096870895384,No,Desktop,Afternoon,Yes,5.977906870803514,0.8023430454377996,10,0
Direct,7.618524209375347,0.45772193025969865,5,1,0.49500772564536777,No,Mobile,Evening,Yes,4.74438605573428,0.6431493050317341,2,1
Paid Ads,9.925637184433308,0.2046136357818873,8,6,0.45863194547491953,Yes,Tablet,Morning,Yes,0.10142176431065142,0.14550412912007804,98,1
Paid Ads,6.850715236520619,0.42562152039869927,11,4,0.34237313030011685,No,Desktop,Afternoon,No,5.273573742788269,0.45206616738697025,57,1
Organic Search,5.230782811053267,0.5184842014774613,4,4,0.6787662498384011,No,Desktop,Afternoon,No,4.605547582536174,0.6859560606184676,11,1
Direct,7.19151873288804,0.540761476450315,5,3,0.7369598094426477,Yes,Mobile,Evening,Yes,7.993667496139513,0.8512592208001657,8,1
Paid Ads,7.771165544781252,0.30551757117833156,5,7,0.2376300100294143,No,Mobile,Morning,No,7.110922590350944,0.6250166915114014,80,1
Organic Search,3.0152570324660237,0.49775729475647984,4,3,0.43862802600184636,Yes,Mobile,Night,No,5.109605547611404,0.02641479522338097,68,1
Paid Ads,10.58099767825016,0.2133944058317471,2,2,0.4878942161502056,Yes,Mobile,Evening,Yes,6.435754070908661,0.6923249797145699,96,1
Paid Ads,1.0,0.1913444811778566,5,2,0.1111577526317829,No,Mobile,Morning,No,6.318469549865423,0.08669745814926966,39,1
Paid Ads,16.144450818458964,0.17684305772290304,8,3,0.5296979467778304,No,Desktop,Afternoon,Yes,2.923266760026485,0.5014243428509081,47,1
Organic Search,12.505637401388956,0.40492519771135943,5,3,0.5949886649148236,No,Mobile,Evening,Yes,5.848424481595291,0.04399105219566246,23,1
Direct,7.216973827483059,0.1644327289847393,9,3,0.5498719377035397,Yes,Desktop,Night,No,5.622960921723147,0.8135699997213598,93,0
Organic Search,8.02827908169132,0.31505112202579844,2,3,0.43896111282617334,Yes,Desktop,Evening,No,4.027995088323301,0.253157846455189,75,1
Organic Search,8.90891562076185,0.5805833102827916,11,4,0.6163504309573822,No,Mobile,Morning,Yes,4.391083718521989,0.11245501841474514,34,1
Paid Ads,6.232518836033174,0.194174064384339,4,1,0.5662217197577784,Yes,Desktop,Afternoon,Yes,8.327783086792167,0.7810732867784752,91,1
Direct,8.57785744276081,0.29913759329913664,9,3,0.1873766287856461,No,Mobile,Afternoon,Yes,6.548597854452111,0.20424665565319322,92,1
Direct,7.568000066895017,0.41432625535523393,1,5,0.6829443319956248,Yes,Desktop,Afternoon,Yes,4.458244147741519,0.5217075729120901,6,1
Paid Ads,7.717181848307102,0.44937738030645336,4,3,0.5505915277308854,No,Mobile,Afternoon,Yes,2.4588325860395965,0.40074314853440896,54,1
Paid Ads,8.544383190441916,0.3001418818388878,4,3,0.7275064701762971,Yes,Desktop,Evening,No,3.3702210839290614,0.22728138747794946,96,1
Social Media,4.059416604938017,0.5573720137470315,4,3,0.44426924337727536,No,Mobile,Evening,No,3.6230617343110962,0.2363710091666279,25,1
Paid Ads,8.118709172400944,0.5180904601569449,7,3,0.8736050880999102,No,Tablet,Morning,No,5.973213840925335,0.2939106164759011,77,1
Organic Search,8.490343239852432,0.6279713208723406,3,4,0.5985573124190139,No,Mobile,Evening,Yes,7.262115085559042,0.45288189690647307,62,1
Organic Search,8.386548864067743,0.383679615130588,6,3,0.7389019141044447,No,Mobile,Evening,No,6.106284315281108,0.21630595108982287,72,1
Paid Ads,7.352507733691537,0.2974362381087313,2,3,0.4394593049940874,No,Mobile,Morning,Yes,2.995766879695669,0.1493100328771816,44,1
Organic Search,11.413573327908114,0.2634735955975756,10,2,0.6576691414069573,No,Tablet,Morning,Yes,7.484575616548616,0.3552914535117746,83,1
Organic Search,6.939042335355347,0.46140550358587257,5,1,0.5816760934684571,Yes,Desktop,Night,Yes,3.475144175565954,0.9037587299772563,68,1
Direct,8.681977720469572,0.32456884343774545,2,1,0.5982766298210981,No,Mobile,Afternoon,No,8.759476368248208,0.4963883228168623,79,0
Organic Search,11.891892601776636,0.2861660444638422,8,2,0.6809286610948451,No,Mobile,Night,Yes,8.547662312379941,0.14343267386999947,73,1
Paid Ads,7.761871579939063,0.31034254715093557,7,2,0.4373286981537172,No,Mobile,Night,No,4.684235560256211,0.07305520656533715,26,1
Direct,8.643389802402654,0.2632619029751496,5,6,0.15267663994795816,No,Mobile,Evening,No,2.275069280488951,0.6730975362847578,38,0
Direct,7.710846091055309,0.4398042225525464,6,4,0.7519129563176485,Yes,Desktop,Afternoon,No,6.8607436892450036,0.3223692029740546,24,1
Organic Search,11.712109380690798,0.11748336349118782,5,2,0.4117254427913488,Yes,Tablet,Morning,No,6.090494292508674,0.6928752839339359,48,0
Direct,7.226826315241114,0.4606032584949926,2,3,0.4519661542075958,No,Tablet,Morning,Yes,4.247609001882252,0.9740110342305476,63,0
Direct,11.850063731864616,0.5353097520805901,6,3,0.5181631072970431,No,Tablet,Morning,Yes,4.38616000218366,0.5018437020648777,51,1
Organic Search,7.689236316058806,0.2838241723645405,7,4,0.4739609214343803,No,Mobile,Evening,No,7.182819052307467,0.27141110331930396,0,0
Social Media,5.42162082965595,0.7844073879213095,3,2,0.5960641250069407,No,Tablet,Evening,No,4.933877636392166,0.6915189861016648,80,0
Organic Search,10.038119511722364,0.4035242621953707,8,4,0.027384782363781612,No,Mobile,Evening,Yes,7.241842724891482,0.745317205567059,87,1
Direct,7.0859964987330315,0.08773140338002228,3,1,0.592565896090811,Yes,Desktop,Evening,No,4.362992661505698,0.8915728483308173,33,1
Direct,9.861502697297489,0.3437514187326659,7,2,0.7002943732554566,No,Desktop,Night,No,5.700922424400892,0.7315636098157636,49,1
Organic Search,1.0,0.4125312289871594,2,1,0.5073133702133596,Yes,Desktop,Evening,No,4.036195905675418,0.05134908811542471,23,1
Organic Search,8.015615785684838,0.4897935111140428,4,1,0.6390988192581908,No,Tablet,Afternoon,No,7.891072871494044,0.7128335724124714,0,0
Paid Ads,6.6211841037275585,0.3485138951778307,2,7,0.4380068628853949,Yes,Mobile,Afternoon,No,10.0,0.23536642579902445,0,1
Organic Search,4.810223940406166,0.19768594485912186,5,3,0.3422400441806748,Yes,Mobile,Evening,Yes,5.107676105113409,0.17284644430220186,14,1
Paid Ads,6.340276994480602,0.18100387637754345,7,3,0.5815499447736395,No,Mobile,Afternoon,Yes,3.6159079023119625,0.15907890040734707,10,1
Direct,6.278890567122046,0.26928014296366576,4,1,0.3806476459439389,Yes,Mobile,Evening,No,5.628086321438325,0.008051193768087939,15,1
